study_hours,attendance,previous_marks,assignments,sleep_hours,final_marks
5.0,80.0,70.0,4.0,7.0,75.0
6.0,85.0,78.0,5.0,6.0,
2.0,60.0,50.0,2.0,8.0,55.0
8.0,90.0,88.0,6.0,6.0,91.0
4.0,75.0,65.0,3.0,7.0,70.0
7.0,88.0,80.0,5.0,6.0,85.0
3.0,65.0,58.0,2.0,8.0,60.0
9.0,95.0,92.0,7.0,,96.0
1.0,50.0,40.0,1.0,9.0,45.0
6.0,82.0,76.0,4.0,7.0,80.0
3.0,70.0,40.0,1.0,8.0,88.0
4.0,57.0,,3.0,9.0,83.0
9.0,80.0,84.0,4.0,9.0,49.0
2.0,88.0,52.0,1.0,8.0,72.0
9.0,56.0,42.0,5.0,5.0,81.0
7.0,92.0,57.0,1.0,9.0,92.0
,65.0,,5.0,5.0,88.0
1.0,62.0,90.0,5.0,6.0,
2.0,83.0,87.0,6.0,6.0,56.0
3.0,85.0,78.0,2.0,8.0,56.0
4.0,63.0,54.0,7.0,5.0,81.0
,61.0,42.0,1.0,8.0,85.0
1.0,70.0,88.0,3.0,8.0,81.0
8.0,79.0,,1.0,6.0,60.0
5.0,55.0,90.0,1.0,8.0,83.0
7.0,68.0,41.0,,9.0,71.0
7.0,94.0,79.0,5.0,5.0,77.0
3.0,79.0,47.0,3.0,8.0,83.0
1.0,80.0,53.0,6.0,7.0,86.0
1.0,,77.0,6.0,,88.0
5.0,63.0,68.0,5.0,9.0,49.0
7.0,80.0,,5.0,9.0,93.0
5.0,94.0,,3.0,6.0,85.0
2.0,70.0,78.0,1.0,9.0,65.0
3.0,76.0,70.0,1.0,8.0,95.0
4.0,90.0,61.0,1.0,8.0,54.0
8.0,80.0,49.0,1.0,7.0,46.0
4.0,57.0,77.0,3.0,9.0,68.0
2.0,85.0,50.0,4.0,9.0,93.0
6.0,76.0,80.0,7.0,5.0,76.0
8.0,57.0,,7.0,9.0,57.0
4.0,75.0,60.0,6.0,5.0,82.0
2.0,,42.0,4.0,5.0,75.0
8.0,79.0,65.0,3.0,6.0,93.0
9.0,65.0,,7.0,8.0,75.0
7.0,,44.0,6.0,9.0,81.0
1.0,50.0,43.0,2.0,8.0,64.0
2.0,79.0,59.0,2.0,8.0,79.0
4.0,83.0,57.0,4.0,9.0,69.0
2.0,80.0,48.0,2.0,9.0,68.0
4.0,50.0,55.0,3.0,7.0,77.0
3.0,60.0,67.0,4.0,7.0,55.0
9.0,66.0,87.0,5.0,,78.0
3.0,79.0,43.0,2.0,7.0,51.0
1.0,53.0,57.0,2.0,8.0,71.0
6.0,93.0,68.0,7.0,6.0,58.0
3.0,55.0,81.0,3.0,5.0,69.0
9.0,93.0,46.0,6.0,7.0,58.0
8.0,74.0,71.0,1.0,6.0,52.0
5.0,57.0,71.0,,6.0,53.0
7.0,76.0,50.0,1.0,7.0,48.0
9.0,55.0,81.0,1.0,7.0,63.0
6.0,53.0,77.0,5.0,9.0,70.0
7.0,81.0,54.0,6.0,6.0,60.0
4.0,76.0,73.0,3.0,8.0,77.0
7.0,80.0,49.0,4.0,7.0,
2.0,58.0,51.0,3.0,9.0,81.0
5.0,,66.0,7.0,9.0,66.0
,91.0,64.0,2.0,6.0,49.0
8.0,83.0,75.0,,9.0,65.0
8.0,54.0,40.0,6.0,8.0,88.0
1.0,90.0,85.0,7.0,8.0,70.0
3.0,74.0,59.0,6.0,9.0,54.0
6.0,82.0,55.0,3.0,5.0,81.0
5.0,86.0,54.0,4.0,6.0,54.0
9.0,59.0,71.0,5.0,6.0,78.0
1.0,86.0,89.0,3.0,7.0,56.0
2.0,83.0,72.0,1.0,8.0,89.0
8.0,74.0,90.0,,6.0,47.0
3.0,69.0,47.0,2.0,9.0,
8.0,78.0,64.0,2.0,6.0,47.0
1.0,91.0,84.0,7.0,9.0,74.0
5.0,67.0,72.0,,7.0,68.0
,76.0,48.0,2.0,8.0,82.0
4.0,52.0,69.0,5.0,6.0,84.0
3.0,72.0,,3.0,7.0,54.0
2.0,55.0,69.0,4.0,8.0,68.0
7.0,63.0,69.0,3.0,,
7.0,72.0,77.0,5.0,9.0,80.0
2.0,90.0,76.0,7.0,7.0,73.0
6.0,75.0,41.0,6.0,6.0,50.0
3.0,81.0,57.0,5.0,9.0,75.0
5.0,,64.0,6.0,9.0,65.0
5.0,75.0,84.0,7.0,6.0,64.0
4.0,58.0,62.0,5.0,9.0,61.0
7.0,67.0,49.0,4.0,8.0,63.0
4.0,53.0,75.0,5.0,,84.0
9.0,61.0,76.0,6.0,7.0,74.0
6.0,75.0,46.0,3.0,5.0,81.0
4.0,87.0,59.0,,6.0,
9.0,89.0,87.0,1.0,7.0,96.0
6.0,59.0,43.0,3.0,7.0,48.0
4.0,61.0,89.0,7.0,6.0,60.0
2.0,57.0,49.0,3.0,8.0,57.0
5.0,77.0,44.0,4.0,7.0,78.0
6.0,77.0,67.0,4.0,5.0,96.0
3.0,94.0,68.0,,6.0,61.0
3.0,74.0,87.0,5.0,6.0,54.0
8.0,57.0,55.0,6.0,9.0,46.0
9.0,83.0,71.0,1.0,8.0,82.0
3.0,65.0,48.0,7.0,5.0,88.0
4.0,69.0,90.0,6.0,8.0,53.0
3.0,67.0,60.0,2.0,7.0,87.0
1.0,67.0,52.0,4.0,6.0,53.0
1.0,76.0,78.0,7.0,5.0,66.0
3.0,80.0,67.0,7.0,5.0,63.0
5.0,89.0,53.0,2.0,7.0,72.0
1.0,56.0,43.0,5.0,,68.0
3.0,63.0,42.0,1.0,5.0,96.0
1.0,85.0,67.0,3.0,5.0,75.0
4.0,54.0,63.0,,5.0,55.0
2.0,74.0,72.0,7.0,9.0,93.0
2.0,90.0,87.0,1.0,9.0,48.0
6.0,58.0,81.0,4.0,5.0,81.0
4.0,62.0,54.0,3.0,6.0,73.0
4.0,61.0,46.0,4.0,5.0,53.0
6.0,51.0,59.0,1.0,,76.0
7.0,,72.0,4.0,5.0,65.0
3.0,84.0,58.0,6.0,9.0,83.0
3.0,86.0,43.0,4.0,8.0,76.0
7.0,64.0,91.0,4.0,6.0,48.0
5.0,51.0,75.0,1.0,7.0,76.0
9.0,77.0,56.0,5.0,6.0,89.0
4.0,90.0,55.0,1.0,8.0,93.0
9.0,,71.0,6.0,7.0,66.0
1.0,91.0,79.0,5.0,5.0,61.0
1.0,84.0,86.0,5.0,9.0,58.0
9.0,88.0,85.0,7.0,9.0,65.0
1.0,93.0,53.0,1.0,9.0,95.0
,52.0,77.0,2.0,6.0,83.0
5.0,95.0,45.0,2.0,9.0,62.0
8.0,89.0,58.0,3.0,5.0,68.0
6.0,53.0,83.0,6.0,9.0,56.0
2.0,74.0,47.0,5.0,8.0,75.0
9.0,78.0,64.0,3.0,6.0,78.0
4.0,90.0,57.0,1.0,6.0,57.0
7.0,89.0,80.0,5.0,5.0,93.0
9.0,79.0,61.0,4.0,7.0,50.0
3.0,64.0,51.0,5.0,6.0,86.0
7.0,86.0,54.0,5.0,9.0,56.0
7.0,91.0,,1.0,8.0,49.0
4.0,63.0,87.0,4.0,8.0,71.0
5.0,57.0,59.0,1.0,5.0,82.0
3.0,53.0,73.0,7.0,9.0,80.0
1.0,94.0,64.0,5.0,8.0,78.0
9.0,80.0,44.0,5.0,,48.0
8.0,,69.0,6.0,8.0,86.0
7.0,82.0,67.0,4.0,7.0,82.0
5.0,79.0,65.0,6.0,6.0,68.0
2.0,,80.0,2.0,8.0,46.0
6.0,87.0,68.0,3.0,9.0,73.0
1.0,56.0,48.0,7.0,7.0,84.0
1.0,57.0,79.0,4.0,9.0,89.0
7.0,69.0,64.0,3.0,8.0,51.0
7.0,95.0,54.0,7.0,7.0,50.0
3.0,84.0,43.0,7.0,5.0,73.0
8.0,87.0,83.0,,9.0,57.0
8.0,81.0,68.0,4.0,8.0,62.0
4.0,63.0,78.0,4.0,5.0,81.0
9.0,78.0,59.0,7.0,9.0,74.0
1.0,90.0,67.0,6.0,,91.0
9.0,60.0,55.0,7.0,9.0,94.0
7.0,85.0,60.0,4.0,6.0,80.0
4.0,88.0,76.0,1.0,8.0,64.0
8.0,78.0,76.0,1.0,6.0,84.0
8.0,,92.0,4.0,8.0,89.0
1.0,55.0,,7.0,8.0,66.0
7.0,76.0,62.0,,8.0,70.0
1.0,82.0,41.0,3.0,5.0,57.0
4.0,51.0,64.0,4.0,9.0,73.0
